1 21760
2 1006050816
3 1009170688
4 1006183680
5 1008950528
6 1008127232
7 1006294784
8 1009291008
9 1006186752
10 1008294400
11 1009095680
12 1008234496
13 1009087488
14 1009301760
15 1009246720
16 1009156352
17 1009267456
18 1009186048
19 1009303296
20 1010652672
