1 31232
2 1008559360
3 1005666560
4 1005673216
5 1006814976
6 1008625152
7 1008823552
8 1005652992
9 1005107200
10 1006663424
11 1010078720
12 1007677696
13 1006578944
14 1008665088
15 1007615744
16 1004657664
17 1008004352
18 1009788160
19 1009619968
20 925787136
